invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I804705,3,Male,75,Jewelry,8,2938.36,Debit Card,03-25-2023,Istanbul Sapphire
I055513,31,Male,67,Toys,8,1545.22,Credit Card,02-28-2023,Istanbul Sapphire
I512505,26,Female,19,Furniture,8,1367.36,Debit Card,03-21-2023,Cevahir Mall
I845404,43,Male,38,Garden Supplies,3,412.74,Credit Card,08-26-2023,Cevahir Mall
I873875,85,Female,33,Furniture,10,2210.58,Debit Card,07-05-2023,Capacity
I030990,100,Female,73,Jewelry,6,1043.76,Cash,08-16-2022,Optimum Outlet
I904779,87,Female,21,Shoes,8,974.54,Credit Card,08-01-2023,Zorlu Center
I649389,34,Female,48,Kitchenware,1,695.25,Credit Card,06-30-2022,Istinye Park
I366563,23,Male,66,Home Appliances,10,1862.65,Credit Card,09-06-2022,Viaport Outlet
I155720,97,Male,22,Sports Equipment,8,1692.13,Cash,01-12-2023,Mall of Istanbul
I026558,36,Male,23,Clothing,5,1610.11,Cash,04-02-2024,Akasya Acıbadem
I232971,79,Male,30,Grocery,9,1477.57,Debit Card,06-25-2022,Emaar Square Mall
I847802,99,Male,58,Shoes,7,22.11,Credit Card,07-27-2023,Zorlu Center
I105707,94,Male,75,Home Appliances,1,1426.13,Credit Card,06-13-2023,Viaport Outlet
I422805,16,Male,71,Toys,5,1170.49,Debit Card,04-13-2024,Mall of Istanbul
I287356,32,Male,46,Grocery,9,2666.87,Credit Card,10-15-2022,Mall of Istanbul
I331623,95,Female,57,Clothing,4,2618.84,Cash,07-06-2022,Istinye Park
I098964,99,Female,59,Stationery,5,2900.67,Debit Card,05-13-2023,Akasya Acıbadem
I499673,20,Male,58,Grocery,2,186.73,Debit Card,01-10-2024,Forum Istanbul
I413748,97,Male,23,Home Appliances,5,679.06,Debit Card,12-17-2022,Metrocity
I378959,15,Male,48,Beauty,3,834.39,Credit Card,09-05-2023,Mall of Istanbul
I512269,12,Female,62,Furniture,10,654.15,Debit Card,06-27-2023,Cevahir Mall
I807126,71,Male,19,Grocery,5,2461.99,Debit Card,02-27-2023,Marmara Forum
I681775,60,Female,37,Clothing,7,1953.47,Debit Card,07-21-2022,Mall of Istanbul
I483909,9,Female,63,Garden Supplies,1,2474.74,Debit Card,10-06-2022,Mall of Istanbul
I919426,3,Male,51,Clothing,5,2380.54,Cash,04-19-2023,Metrocity
I295735,26,Female,35,Books,2,1476.52,Credit Card,09-23-2022,Emaar Square Mall
I325409,10,Female,66,Toys,7,2350.09,Debit Card,09-28-2023,Cevahir Mall
I489345,93,Female,51,Healthcare,10,159.3,Debit Card,04-02-2024,Emaar Square Mall
I212954,99,Female,29,Books,9,1513.4,Cash,04-10-2024,Istinye Park
I133846,74,Female,33,Kitchenware,2,1971.51,Cash,03-07-2023,Optimum Outlet
I628964,99,Female,74,Clothing,8,1526.62,Cash,05-21-2023,Zorlu Center
I171749,40,Female,74,Books,7,424.86,Debit Card,06-05-2023,Metrocity
I560089,41,Male,76,Jewelry,8,2396.89,Cash,05-26-2023,Akasya Acıbadem
I674827,56,Female,56,Furniture,5,53.76,Cash,10-15-2023,Zorlu Center
I053666,29,Female,76,Kitchenware,5,2902.12,Credit Card,06-25-2022,Emaar Square Mall
I440505,57,Female,30,Home Appliances,6,674.36,Cash,10-30-2022,Cevahir Mall
I290868,91,Female,62,Healthcare,8,111.57,Credit Card,11-10-2022,Mall of Istanbul
I910115,79,Female,42,Beauty,9,462.56,Debit Card,10-07-2023,Metrocity
I823345,96,Male,19,Grocery,2,1594.07,Cash,12-21-2023,Kanyon
I926868,91,Male,66,Books,1,1781.15,Debit Card,09-19-2023,Kanyon
I703500,3,Male,47,Stationery,6,1948.06,Cash,10-07-2022,Optimum Outlet
I144758,39,Male,34,Books,3,2358.1,Credit Card,11-07-2023,Mall of Istanbul
I050288,56,Female,50,Furniture,6,2703.93,Credit Card,04-13-2023,Akasya Acıbadem
I400985,78,Female,23,Healthcare,8,1416.73,Cash,01-16-2024,Mall of Istanbul
I093957,17,Female,18,Healthcare,5,2398.02,Credit Card,01-23-2024,Istanbul Sapphire
I730128,67,Male,65,Books,5,809.43,Debit Card,08-08-2022,Optimum Outlet
I383719,40,Male,39,Grocery,7,525.71,Debit Card,10-19-2022,Metropol AVM
I759048,81,Female,33,Shoes,7,2284.03,Debit Card,01-12-2024,Istinye Park
I379370,35,Male,43,Beauty,3,2242.34,Cash,11-08-2023,Optimum Outlet
I294394,72,Female,74,Sports Equipment,8,254.9,Cash,07-23-2023,Mall of Istanbul
I660677,17,Male,54,Kitchenware,9,1352.29,Credit Card,06-11-2022,Kanyon
I017673,11,Female,19,Grocery,2,1937.77,Cash,01-21-2024,Cevahir Mall
I103321,49,Female,65,Garden Supplies,5,2196.79,Debit Card,11-17-2023,Forum Istanbul
I145403,38,Male,32,Kitchenware,3,737.98,Credit Card,10-23-2022,Optimum Outlet
I053323,74,Male,33,Sports Equipment,3,1823.87,Cash,07-24-2023,Emaar Square Mall
I099951,22,Male,37,Books,5,2803.6,Debit Card,03-25-2024,Metrocity
I313404,88,Female,30,Shoes,10,2751.28,Cash,01-31-2023,Akasya Acıbadem
I440226,31,Female,30,Beauty,8,1959.45,Debit Card,01-31-2024,Metropol AVM
I511393,14,Female,46,Books,3,2814.27,Cash,12-22-2023,Istanbul Sapphire
I683388,96,Female,63,Clothing,9,524.33,Debit Card,04-27-2023,Emaar Square Mall
I913923,97,Female,50,Books,6,2751.64,Cash,01-28-2024,Zorlu Center
I992645,7,Female,76,Clothing,10,2440.95,Credit Card,10-07-2023,Metrocity
I238315,17,Female,52,Clothing,3,2255.47,Cash,06-17-2023,Viaport Outlet
I556594,33,Male,71,Home Appliances,6,2334.51,Credit Card,03-25-2023,Mall of Istanbul
I742687,54,Male,71,Books,4,2014.1,Cash,08-13-2023,Cevahir Mall
I446267,54,Male,80,Furniture,1,714.66,Debit Card,11-20-2022,Marmara Forum
I709445,57,Male,77,Shoes,10,1295.41,Cash,02-11-2023,Metropol AVM
I965738,44,Male,38,Garden Supplies,2,1033.5,Debit Card,11-08-2023,Forum Istanbul
I560763,59,Female,35,Books,4,2157.26,Debit Card,10-18-2022,Kanyon
I609637,22,Female,65,Garden Supplies,9,152.14,Debit Card,10-31-2023,Forum Istanbul
I940255,99,Male,31,Electronics,1,2827.08,Credit Card,10-10-2022,Viaport Outlet
I554375,94,Male,34,Kitchenware,7,1565.89,Cash,07-18-2023,Emaar Square Mall
I530149,3,Female,29,Toys,8,1791.95,Cash,07-26-2022,Metropol AVM
I191342,87,Female,38,Clothing,5,2609.16,Credit Card,03-31-2023,Optimum Outlet
I444633,17,Male,74,Healthcare,3,206.76,Debit Card,02-09-2024,Metrocity
I818661,75,Female,73,Kitchenware,3,102.67,Credit Card,01-10-2024,Cevahir Mall
I921159,100,Female,77,Garden Supplies,7,725.56,Credit Card,02-21-2023,Optimum Outlet
I241640,2,Male,54,Shoes,10,359.16,Debit Card,11-06-2023,Cevahir Mall
I615372,93,Male,42,Grocery,8,1754.65,Credit Card,07-18-2022,Zorlu Center
I780181,85,Female,53,Books,7,1869.27,Cash,01-06-2023,Emaar Square Mall
I342856,4,Female,37,Jewelry,5,873.65,Credit Card,01-09-2024,Optimum Outlet
I565386,42,Female,67,Clothing,10,731.1,Debit Card,02-23-2024,Mall of Istanbul
I872601,93,Male,74,Clothing,5,1583.66,Debit Card,11-14-2022,Istanbul Sapphire
I131654,51,Female,28,Sports Equipment,8,2051.28,Cash,08-18-2023,Zorlu Center
I131666,53,Male,40,Furniture,3,1282.22,Debit Card,02-04-2023,Marmara Forum
I954134,4,Female,56,Healthcare,3,595.09,Debit Card,09-21-2023,Optimum Outlet
I030189,73,Female,57,Beauty,6,2394.74,Cash,03-02-2023,Marmara Forum
I546484,22,Female,25,Stationery,1,1015.04,Debit Card,08-13-2022,Marmara Forum
I007225,50,Male,39,Toys,4,597.58,Credit Card,09-30-2023,Istanbul Sapphire
I147751,66,Male,53,Healthcare,10,2278.25,Credit Card,09-26-2023,Marmara Forum
I178380,3,Female,53,Home Appliances,6,1984.87,Credit Card,10-31-2022,Viaport Outlet
I759187,80,Female,69,Toys,1,306.42,Credit Card,12-17-2023,Viaport Outlet
I294384,38,Female,47,Clothing,7,370.86,Credit Card,04-05-2024,Istanbul Sapphire
I972853,5,Female,48,Electronics,9,2513.23,Credit Card,10-10-2023,Zorlu Center
I761122,33,Male,58,Clothing,10,250.13,Cash,05-22-2023,Cevahir Mall
I032537,16,Male,48,Sports Equipment,4,709.71,Credit Card,01-24-2024,Mall of Istanbul
I228960,64,Male,67,Healthcare,1,815.14,Cash,08-09-2022,Istanbul Sapphire
I979981,39,Male,21,Furniture,3,1916.23,Debit Card,07-01-2023,Zorlu Center
I827876,93,Male,43,Furniture,9,1629.42,Debit Card,10-29-2022,Istinye Park
I452446,37,Female,75,Books,7,2820.53,Debit Card,03-01-2023,Capacity
I805293,12,Male,22,Clothing,6,1306.64,Credit Card,02-28-2023,Istanbul Sapphire
I930777,29,Male,72,Home Appliances,6,2102.16,Debit Card,03-13-2024,Cevahir Mall
I463052,58,Female,49,Beauty,9,2225.43,Credit Card,07-13-2022,Viaport Outlet
I422835,37,Male,50,Grocery,4,1725.07,Debit Card,04-05-2023,Forum Istanbul
I543600,73,Male,18,Furniture,5,1387.34,Credit Card,02-10-2024,Cevahir Mall
I741840,21,Female,60,Electronics,1,2396.16,Cash,10-29-2023,Optimum Outlet
I926161,22,Male,47,Electronics,1,1355.87,Cash,06-20-2023,Capacity
I926239,5,Female,71,Shoes,5,2503.52,Cash,01-09-2023,Viaport Outlet
I133626,51,Male,22,Electronics,9,84.45,Cash,07-01-2022,Forum Istanbul
I704126,44,Male,43,Grocery,1,278.25,Credit Card,06-30-2023,Istanbul Sapphire
I068941,8,Male,55,Beauty,8,1714.53,Cash,09-10-2022,Marmara Forum
I037138,77,Male,55,Garden Supplies,4,431.28,Credit Card,01-25-2024,Mall of Istanbul
I177191,26,Female,19,Furniture,10,1237.52,Cash,03-16-2023,Istanbul Sapphire
I506476,20,Male,46,Jewelry,10,2765.71,Debit Card,10-04-2023,Optimum Outlet
I146801,33,Male,62,Beauty,7,1379.12,Cash,01-01-2024,Marmara Forum
I753931,32,Female,31,Electronics,4,1414.83,Debit Card,01-03-2024,Istanbul Sapphire
I205667,56,Male,53,Shoes,4,865.0,Debit Card,06-03-2023,Metrocity
I686355,13,Female,78,Home Appliances,9,1498.71,Cash,01-30-2023,Kanyon
I720894,74,Male,25,Furniture,10,2681.56,Debit Card,05-08-2023,Kanyon
I145599,50,Male,79,Clothing,7,1688.12,Cash,05-17-2023,Optimum Outlet
I918536,45,Female,19,Stationery,7,437.36,Debit Card,12-04-2023,Emaar Square Mall
I797002,19,Male,40,Kitchenware,2,980.52,Cash,04-19-2023,Emaar Square Mall
I007565,30,Female,65,Healthcare,2,2321.33,Cash,09-05-2023,Akasya Acıbadem
I470562,92,Male,34,Books,8,739.05,Credit Card,07-26-2023,Cevahir Mall
I352853,2,Male,72,Furniture,8,2466.01,Debit Card,04-29-2022,Forum Istanbul
I686067,78,Female,29,Toys,9,1672.84,Cash,12-27-2023,Viaport Outlet
I800446,56,Female,35,Beauty,6,108.28,Debit Card,03-05-2023,Optimum Outlet
I377177,68,Female,66,Beauty,7,1048.83,Debit Card,08-12-2023,Kanyon
I195771,58,Male,57,Healthcare,7,1916.92,Credit Card,02-12-2024,Cevahir Mall
I172870,24,Male,60,Furniture,3,1195.25,Cash,11-17-2023,Capacity
I820750,73,Male,73,Home Appliances,5,2869.86,Debit Card,05-01-2023,Metropol AVM
I434532,39,Female,77,Grocery,4,1589.35,Debit Card,03-27-2023,Metropol AVM
I157250,16,Female,48,Home Appliances,8,1545.85,Cash,02-06-2023,Kanyon
I824319,26,Female,80,Clothing,4,244.4,Debit Card,03-04-2024,Istanbul Sapphire
I859743,71,Male,53,Kitchenware,10,2287.31,Cash,06-06-2023,Marmara Forum
I472035,53,Male,48,Furniture,4,2167.17,Credit Card,04-25-2023,Istinye Park
I918990,56,Female,28,Healthcare,10,912.84,Credit Card,04-25-2023,Metrocity
I428350,1,Female,21,Healthcare,10,1959.89,Cash,11-22-2023,Akasya Acıbadem
I253645,33,Male,18,Stationery,1,249.36,Credit Card,02-17-2023,Metrocity
I471972,75,Male,24,Kitchenware,6,1899.82,Debit Card,06-18-2022,Metropol AVM
I042388,18,Female,18,Home Appliances,5,2649.33,Debit Card,08-09-2022,Emaar Square Mall
I906871,21,Male,35,Shoes,3,2905.5,Debit Card,12-07-2023,Kanyon
I524097,94,Male,61,Healthcare,2,1645.66,Cash,04-23-2024,Metropol AVM
I098573,66,Female,30,Garden Supplies,6,660.97,Credit Card,09-20-2022,Emaar Square Mall
I900180,94,Female,29,Stationery,10,704.56,Cash,07-09-2023,Kanyon
I549223,91,Male,67,Toys,8,2666.88,Credit Card,04-05-2023,Viaport Outlet
I877320,22,Male,54,Beauty,10,1980.34,Debit Card,05-21-2023,Capacity
I275114,82,Female,36,Clothing,7,437.74,Debit Card,11-02-2023,Viaport Outlet
I459232,12,Male,73,Furniture,4,226.4,Debit Card,05-23-2023,Istinye Park
I116860,20,Female,27,Grocery,4,1200.78,Credit Card,02-08-2024,Istinye Park
I830235,6,Male,80,Garden Supplies,6,2595.25,Credit Card,01-19-2024,Istinye Park
I629044,85,Male,34,Stationery,5,2359.48,Credit Card,04-04-2024,Marmara Forum
I724810,93,Female,75,Home Appliances,1,2432.5,Cash,10-05-2023,Mall of Istanbul
I891836,53,Female,80,Healthcare,6,2676.98,Credit Card,01-13-2024,Zorlu Center
I652800,59,Male,61,Toys,5,1411.99,Credit Card,08-29-2023,Forum Istanbul
I941983,4,Female,37,Shoes,10,2040.65,Credit Card,05-20-2022,Marmara Forum
I041583,60,Female,73,Grocery,8,1553.52,Cash,04-07-2023,Optimum Outlet
I061212,46,Female,72,Beauty,5,1473.74,Debit Card,05-12-2023,Istinye Park
I806224,9,Male,22,Furniture,5,813.69,Credit Card,02-23-2024,Istinye Park
I502118,49,Female,31,Healthcare,5,2025.08,Credit Card,09-22-2022,Istanbul Sapphire
I568797,58,Male,78,Stationery,5,1689.51,Debit Card,04-10-2023,Viaport Outlet
I354953,65,Male,54,Shoes,5,1127.77,Cash,01-12-2023,Cevahir Mall
I132870,14,Male,31,Clothing,8,1725.95,Credit Card,04-28-2023,Forum Istanbul
I957991,64,Male,44,Healthcare,5,2764.06,Debit Card,09-10-2023,Marmara Forum
I628909,13,Male,38,Sports Equipment,2,2275.59,Cash,11-19-2022,Mall of Istanbul
I287388,31,Male,47,Home Appliances,6,194.41,Debit Card,01-03-2024,Zorlu Center
I158690,12,Male,62,Grocery,7,1138.83,Debit Card,01-28-2023,Forum Istanbul
I795519,9,Male,56,Books,4,351.62,Cash,11-25-2022,Viaport Outlet
I843402,1,Male,55,Healthcare,8,1893.79,Debit Card,02-14-2023,Zorlu Center
I250921,47,Female,67,Beauty,4,897.0,Credit Card,04-10-2023,Istinye Park
I798305,56,Female,49,Kitchenware,2,1517.2,Credit Card,08-04-2023,Zorlu Center
I978893,19,Male,48,Sports Equipment,1,1921.91,Credit Card,11-24-2023,Marmara Forum
I931311,73,Male,55,Grocery,1,1834.69,Credit Card,04-12-2023,Akasya Acıbadem
I979619,93,Male,63,Furniture,10,2741.93,Cash,04-21-2023,Cevahir Mall
I697251,12,Male,64,Shoes,7,757.11,Cash,04-12-2024,Istinye Park
I361799,20,Female,19,Toys,7,2851.63,Credit Card,01-06-2023,Optimum Outlet
I399069,79,Male,46,Shoes,10,129.86,Cash,05-20-2023,Marmara Forum
I925917,66,Male,66,Toys,4,2969.54,Cash,10-14-2023,Metrocity
I291807,86,Female,44,Stationery,6,2893.48,Credit Card,05-23-2022,Zorlu Center
I684220,76,Female,61,Furniture,9,27.76,Debit Card,04-21-2023,Akasya Acıbadem
I210379,83,Female,41,Beauty,7,795.42,Cash,07-11-2023,Zorlu Center
I843514,6,Male,51,Stationery,1,2743.47,Credit Card,02-03-2023,Zorlu Center
I866108,13,Female,76,Shoes,1,253.23,Debit Card,03-16-2024,Mall of Istanbul
I239013,81,Male,34,Garden Supplies,5,2716.2,Cash,05-04-2022,Optimum Outlet
I758056,17,Male,63,Stationery,6,859.47,Credit Card,07-17-2023,Istinye Park
I409181,46,Male,26,Beauty,10,1327.59,Cash,10-06-2023,Optimum Outlet
I121677,76,Female,27,Beauty,5,2038.68,Cash,05-05-2022,Metrocity
I222058,10,Female,34,Healthcare,2,2810.8,Credit Card,01-26-2023,Zorlu Center
I134266,6,Male,56,Furniture,9,1936.82,Debit Card,10-30-2023,Zorlu Center
I101208,62,Female,24,Toys,5,2069.91,Debit Card,05-26-2022,Metropol AVM
I334605,92,Female,45,Clothing,5,2881.52,Debit Card,05-19-2022,Optimum Outlet
I183424,1,Female,39,Sports Equipment,6,1946.01,Debit Card,09-26-2023,Optimum Outlet
I220760,0,Female,19,Beauty,8,911.96,Debit Card,08-25-2022,Istanbul Sapphire
I359558,67,Female,31,Shoes,6,2731.92,Cash,11-10-2023,Capacity
I845848,62,Male,61,Books,4,2759.98,Credit Card,08-05-2022,Cevahir Mall
I409759,24,Male,31,Stationery,10,2730.85,Cash,07-05-2022,Akasya Acıbadem
I866171,40,Male,45,Kitchenware,4,2768.83,Credit Card,10-25-2023,Cevahir Mall
I998149,12,Male,34,Sports Equipment,6,1808.86,Credit Card,07-16-2022,Forum Istanbul
I496829,99,Male,60,Sports Equipment,3,2791.58,Debit Card,02-28-2024,Emaar Square Mall
I903332,32,Female,67,Shoes,7,273.2,Debit Card,08-26-2022,Cevahir Mall
I487654,98,Male,28,Garden Supplies,6,442.58,Cash,06-06-2023,Zorlu Center
I415799,80,Male,65,Stationery,3,2385.26,Cash,01-12-2023,Metrocity
I512534,28,Female,41,Clothing,10,2403.72,Cash,05-06-2023,Kanyon
I346021,73,Male,46,Furniture,7,767.87,Cash,10-09-2023,Marmara Forum
I660832,30,Male,77,Garden Supplies,3,734.11,Credit Card,01-04-2024,Akasya Acıbadem
I798083,99,Female,70,Sports Equipment,8,1713.16,Debit Card,07-18-2023,Istinye Park
I246081,80,Male,22,Toys,10,2155.99,Debit Card,05-13-2022,Viaport Outlet
I948246,87,Male,19,Home Appliances,7,70.26,Credit Card,01-24-2023,Istanbul Sapphire
I128778,4,Female,80,Home Appliances,6,409.09,Cash,09-07-2022,Viaport Outlet
I851351,11,Male,70,Shoes,4,2721.38,Cash,12-10-2022,Viaport Outlet
I880188,3,Female,76,Beauty,2,2223.37,Cash,12-22-2023,Metropol AVM
I249728,27,Female,65,Beauty,3,225.08,Debit Card,06-28-2023,Zorlu Center
I561035,54,Male,57,Grocery,9,948.54,Cash,03-30-2023,Metrocity
I185318,77,Male,33,Sports Equipment,10,1465.98,Cash,11-25-2023,Zorlu Center
I762315,50,Female,46,Beauty,3,897.56,Cash,11-27-2022,Akasya Acıbadem
I986624,53,Male,58,Healthcare,10,1933.56,Debit Card,04-18-2023,Optimum Outlet
I077096,6,Female,46,Electronics,5,2692.14,Credit Card,10-10-2022,Viaport Outlet
I602839,11,Male,46,Electronics,1,2337.32,Cash,05-30-2023,Metrocity
I643324,85,Female,33,Stationery,6,1113.92,Debit Card,06-27-2023,Istanbul Sapphire
I683156,83,Male,26,Grocery,3,2887.11,Credit Card,08-26-2022,Istanbul Sapphire
I836621,46,Female,32,Electronics,8,2482.16,Credit Card,12-27-2023,Metropol AVM
I096827,38,Male,35,Jewelry,8,2431.06,Cash,07-06-2023,Istinye Park
I821788,17,Male,34,Healthcare,5,762.34,Cash,01-16-2024,Kanyon
I866676,96,Male,42,Electronics,2,1755.42,Cash,10-09-2022,Istanbul Sapphire
I924307,55,Female,38,Home Appliances,6,324.84,Debit Card,12-22-2023,Marmara Forum
I517257,64,Female,66,Kitchenware,7,693.13,Cash,08-26-2023,Capacity
I965888,88,Female,57,Sports Equipment,10,2070.78,Debit Card,12-20-2023,Viaport Outlet
I101287,47,Female,52,Jewelry,2,2103.49,Credit Card,08-29-2022,Cevahir Mall
I163037,70,Female,48,Shoes,10,347.18,Cash,07-19-2022,Metrocity
I373228,17,Female,39,Home Appliances,9,1695.59,Credit Card,08-15-2022,Cevahir Mall
I485908,99,Female,18,Toys,5,1488.67,Debit Card,02-26-2023,Forum Istanbul
I583208,11,Male,60,Home Appliances,10,2625.75,Credit Card,02-17-2023,Emaar Square Mall
I124594,93,Male,41,Jewelry,7,2250.25,Debit Card,03-25-2023,Marmara Forum
I377461,86,Male,20,Books,4,980.6,Credit Card,05-15-2023,Metropol AVM
I602717,64,Male,65,Shoes,8,2385.45,Credit Card,02-23-2023,Viaport Outlet
I470664,100,Male,79,Sports Equipment,7,229.76,Debit Card,01-09-2023,Kanyon
I930130,27,Female,65,Furniture,8,1318.93,Debit Card,04-18-2023,Kanyon
I381662,71,Male,42,Garden Supplies,5,1785.37,Credit Card,04-03-2023,Zorlu Center
I631351,26,Female,30,Stationery,10,500.03,Debit Card,09-12-2022,Zorlu Center
I822753,8,Female,78,Toys,6,1291.09,Credit Card,11-16-2022,Capacity
I893931,45,Female,77,Home Appliances,4,201.94,Cash,05-10-2023,Forum Istanbul
I994271,92,Male,21,Electronics,5,1846.93,Debit Card,07-21-2023,Zorlu Center
I751360,59,Male,43,Sports Equipment,10,2658.38,Cash,02-20-2023,Optimum Outlet
I825096,9,Male,36,Stationery,5,2987.3,Credit Card,03-19-2024,Cevahir Mall
I606435,28,Female,21,Shoes,1,2678.97,Cash,07-16-2022,Istanbul Sapphire
I416636,49,Female,18,Sports Equipment,2,2879.77,Cash,06-24-2023,Akasya Acıbadem
I626181,9,Male,18,Stationery,9,757.13,Credit Card,05-13-2022,Capacity
I711111,87,Male,70,Healthcare,6,72.53,Cash,12-28-2022,Capacity
I252720,69,Female,77,Shoes,10,670.45,Cash,02-22-2024,Marmara Forum
I429306,83,Male,38,Jewelry,10,2598.55,Credit Card,07-18-2022,Marmara Forum
I986105,2,Male,70,Kitchenware,1,1641.34,Cash,04-10-2023,Istanbul Sapphire
I712292,45,Male,30,Garden Supplies,5,1926.38,Debit Card,04-11-2024,Viaport Outlet
I401028,36,Female,57,Garden Supplies,7,2558.2,Debit Card,11-14-2022,Emaar Square Mall
I370708,55,Male,54,Grocery,3,2729.34,Debit Card,02-01-2024,Optimum Outlet
I613468,3,Male,51,Beauty,9,24.62,Credit Card,01-05-2023,Akasya Acıbadem
I081492,47,Male,33,Books,2,854.77,Cash,05-02-2023,Mall of Istanbul
I387671,19,Male,78,Home Appliances,4,776.46,Debit Card,07-28-2023,Cevahir Mall
I609145,79,Male,35,Jewelry,6,1545.74,Debit Card,07-04-2023,Mall of Istanbul
I861330,78,Male,59,Beauty,8,1783.13,Cash,11-14-2023,Marmara Forum
I689191,0,Female,60,Sports Equipment,5,2023.35,Credit Card,11-03-2022,Zorlu Center
I402376,22,Male,57,Toys,1,1432.85,Credit Card,06-16-2022,Kanyon
I755963,84,Female,19,Garden Supplies,3,997.81,Debit Card,03-08-2023,Metropol AVM
I570623,44,Female,54,Jewelry,7,928.89,Debit Card,10-05-2023,Metrocity
I638590,77,Male,68,Furniture,3,1059.39,Debit Card,12-06-2022,Kanyon
I618880,57,Male,20,Kitchenware,7,11.76,Credit Card,03-15-2023,Marmara Forum
I429026,50,Female,70,Stationery,8,2871.93,Credit Card,03-17-2023,Marmara Forum
I424848,24,Female,67,Electronics,5,1894.17,Debit Card,04-12-2023,Cevahir Mall
I414614,99,Female,29,Grocery,10,2814.08,Debit Card,04-03-2023,Istinye Park
I500663,100,Female,72,Electronics,5,2136.4,Credit Card,02-14-2024,Cevahir Mall
I526930,67,Female,57,Kitchenware,4,2383.72,Debit Card,10-29-2023,Zorlu Center
I245646,69,Male,34,Healthcare,8,2106.16,Credit Card,11-12-2022,Viaport Outlet
I717238,73,Male,41,Toys,3,1896.24,Debit Card,10-11-2023,Emaar Square Mall
I925701,73,Male,38,Grocery,8,408.66,Debit Card,10-16-2022,Viaport Outlet
I177161,54,Male,18,Beauty,3,2104.7,Credit Card,03-08-2023,Cevahir Mall
I934771,99,Male,43,Jewelry,6,322.51,Debit Card,04-21-2024,Metropol AVM
I498574,54,Male,31,Electronics,10,2785.21,Credit Card,07-17-2023,Metrocity
I691450,3,Female,57,Grocery,5,890.59,Cash,08-21-2022,Istanbul Sapphire
I984591,92,Male,29,Books,5,2953.3,Debit Card,10-06-2023,Akasya Acıbadem
I571368,32,Male,52,Books,9,691.38,Credit Card,08-15-2022,Mall of Istanbul
I539972,81,Male,71,Books,7,2106.45,Credit Card,07-19-2023,Kanyon
I994147,34,Female,64,Home Appliances,1,1131.97,Credit Card,05-31-2023,Zorlu Center
I727879,89,Male,19,Books,1,2575.71,Cash,02-20-2024,Istanbul Sapphire
I626236,15,Female,38,Kitchenware,1,553.57,Cash,02-21-2023,Zorlu Center
